	p_val	avg_logFC	pct.1	pct.2	p_val_adj
Mt3	0	3.16682319088041	0.917	0.181	0
Nnat	0	2.75836621434174	0.806	0.101	0
Dbi	0	2.73258210112914	0.998	0.822	0
Plp1	0	2.68323692657123	0.475	0.196	0
Clu	0	2.48413443521851	0.778	0.125	0
Ptgds	0	2.22902585524776	0.254	0.109	0
Ecrg4	0	2.21596050678658	0.573	0.052	0
Mt1	0	2.05231372224642	0.983	0.942	0
Chchd10	0	2.02686309369996	0.695	0.162	0
Mt2	0	2.02150992541709	0.883	0.522	0
Gfap	0	1.98993101011654	0.466	0.101	0
Tuba1a	0	1.86436672677114	0.991	0.569	0
Ckb	0	1.84930026311474	0.984	0.629	0
Cryab	0	1.81214367363767	0.617	0.115	0
Mia	0	1.77685148108975	0.529	0.027	0
Cldn11	0	1.63356634354107	0.217	0.053	0
Rarres2	0	1.60061462040189	0.488	0.058	0
Tppp3	0	1.56376260564711	0.654	0.074	0
Gpm6b	0	1.52865600720962	0.692	0.072	0
Aldoc	0	1.52131819547589	0.613	0.094	0
Cnp	0	1.52033380171365	0.635	0.197	0
Cnn3	0	1.51979520625369	0.889	0.242	0
Serpina3n	0	1.50701215779549	0.443	0.064	0
S100b	0	1.50310456271307	0.82	0.113	0
Sox9	0	1.50248496923396	0.586	0.031	0
Atp1b2	0	1.45206357788853	0.631	0.089	0
Scd2	0	1.44770948776065	0.786	0.245	0
Ccdc153	0	1.42890934939478	0.389	0.013	0
Fez1	0	1.41190885780592	0.85	0.059	0
Hspb1	0	1.40335038241806	0.589	0.399	0
Ptprz1	0	1.38928175827821	0.429	0.02	0
Olig1	0	1.3785340968835	0.336	0.023	0
Trf	0	1.31930376175898	0.449	0.636	0
Ndrg2	0	1.31723578332068	0.662	0.078	0
Fam183b	0	1.30955199771749	0.52	0.018	0
Tmem212	0	1.30378859451184	0.424	0.013	0
Cspg5	0	1.30307099949056	0.273	0.021	0
Pcsk1n	0	1.30187181767926	0.744	0.046	0
Slc1a2	0	1.2913917721249	0.354	0.058	0
Syt11	0	1.28997287473859	0.66	0.105	0
Aplp1	0	1.26920565315652	0.34	0.067	0
S100a16	0	1.26735309499602	0.533	0.231	0
Rsph1	0	1.25853198734912	0.519	0.017	0
Tm4sf1	0	1.2553753073899	0.699	0.333	0
Tspan3	0	1.24358480360218	0.912	0.355	0
Vgf	0	1.21139228843259	0.156	0.017	0
Il33	0	1.20288482588387	0.23	0.033	0
Sox2	0	1.19375774053509	0.658	0.013	0
Gpr37l1	0	1.1869510107709	0.477	0.027	0
Mobp	0	1.17960987226116	0.235	0.106	0
Hspa2	0	1.16975078028088	0.59	0.067	0
Ccn1	0	1.15940946725976	0.598	0.203	0
Vim	0	1.14585225611275	0.816	0.777	0
Ntrk2	0	1.13139837324623	0.708	0.026	0
Mbp	0	1.13115023684511	0.484	0.343	0
Fabp7	0	1.13105489082449	0.44	0.037	0
Zbtb20	0	1.08314522119882	0.861	0.354	0
Hsp90aa1	0	1.0824232108903	0.988	0.833	0
Pdlim4	0	1.07926732722106	0.607	0.192	0
Dynlrb2	0	1.07188496686095	0.44	0.01	0
Prnp	0	1.06990744580201	0.889	0.285	0
Atp1a2	0	1.06832172074922	0.38	0.115	0
Fxyd1	0	1.06766076648594	0.529	0.043	0
Rtn1	0	1.06540812331713	0.545	0.076	0
1110017D15Rik	0	1.0640419379184	0.432	0.012	0
Cfap126	0	1.04760699663338	0.499	0.024	0
Tubb4b	0	1.043568647535	0.811	0.402	0
Fos	0	1.04148943955947	0.921	0.846	0
Gadd45g	0	1.04138718043558	0.647	0.279	0
Rbp1	0	1.02464847507351	0.479	0.123	0
mt-Cytb	0	1.02054635312724	1	0.998	0
Tubb2b	0	1.0080070261835	0.441	0.105	0
1700007K13Rik	0	1.00418282202215	0.453	0.011	0
Aebp1	0	0.998579089312885	0.581	0.034	0
Tubb4a	0	0.995543163778245	0.263	0.03	0
Cdr1os	0	0.994451662455436	0.338	0.013	0
S100a1	0	0.984994743904092	0.689	0.39	0
Nap1l5	0	0.982125973021172	0.652	0.035	0
Ccnd1	0	0.980978171964445	0.39	0.267	0
Scrg1	0	0.979098067418176	0.313	0.018	0
Cd24a	0	0.965272762338076	0.638	0.282	0
Malat1	0	0.96476922365979	0.999	0.998	0
Pfn2	0	0.96275978764053	0.649	0.054	0
Bex3	0	0.961988819609334	0.803	0.289	0
Fhl1	0	0.960965399856199	0.515	0.028	0
Pebp1	0	0.957417106082821	0.967	0.717	0
Ncam1	0	0.956466720782492	0.679	0.03	0
Aqp4	0	0.956287980172278	0.256	0.027	0
Mrps6	0	0.954859306553355	0.596	0.157	0
mt-Nd4	0	0.951712585061188	0.999	0.992	0
Nfix	0	0.948669190554681	0.708	0.168	0
Cntn1	0	0.94665364697092	0.37	0.02	0
Elof1	0	0.945218208808549	0.683	0.337	0
Uchl1	0	0.93811846355804	0.613	0.097	0
S100a10	0	0.937333881229862	0.681	0.461	0
Nudt4	0	0.934982720914082	0.571	0.207	0
Foxj1	0	0.933920006745115	0.432	0.013	0
Gap43	0	0.929767350390699	0.38	0.029	0
Ezr	0	0.922310621703827	0.548	0.223	0
Slc25a4	0	0.916353697959263	0.951	0.698	0
Mlf1	0	0.913396519763044	0.482	0.018	0
Dclk1	0	0.912424633494554	0.513	0.029	0
Vcan	0	0.901731657905246	0.317	0.054	0
Ddr1	0	0.900732855071211	0.62	0.019	0
Pllp	0	0.899413371361459	0.338	0.14	0
Tsc22d4	0	0.893523187270159	0.79	0.48	0
Prdx6	0	0.893338603687343	0.866	0.567	0
Stmn4	0	0.891669665917472	0.258	0.028	0
Ly6h	0	0.890611761436239	0.52	0.022	0
Riiad1	0	0.888007643436164	0.447	0.012	0
Mlc1	0	0.884572653241096	0.491	0.015	0
Plekhb1	0	0.88369342864512	0.632	0.054	0
1700094D03Rik	0	0.882559535201074	0.215	0.012	0
Pde6d	0	0.870339647353414	0.63	0.198	0
Chst2	0	0.866762229594091	0.365	0.082	0
mt-Nd2	0	0.865058885400948	0.994	0.938	0
Lhfpl3	0	0.864648974462395	0.25	0.009	0
Ramp1	0	0.862277594442482	0.63	0.235	0
H2bc4	0	0.852763516713468	0.762	0.306	0
Nfia	0	0.85009639287461	0.699	0.219	0
Tmem107	0	0.848514430143283	0.52	0.05	0
Stmn2	0	0.848447123348463	0.314	0.055	0
Gm19935	0	0.845930889131659	0.378	0.007	0
Dhrs1	0	0.843960419126592	0.555	0.236	0
Ank2	0	0.840774293881003	0.595	0.074	0
Ccdc34	0	0.825476261232776	0.614	0.167	0
Hmgb1	0	0.824564711903166	0.99	0.886	0
Kif1b	0	0.818149993648675	0.638	0.22	0
mt-Nd5	0	0.815859507046875	0.82	0.567	0
Map1b	0	0.813291162080255	0.639	0.104	0
Serpine2	0	0.809717666348158	0.794	0.467	0
Msmo1	0	0.808083307620726	0.535	0.182	0
Tnr	0	0.801950817393468	0.237	0.009	0
Mog	0	0.80073677304389	0.125	0.016	0
Cystm1	0	0.797348796389128	0.731	0.152	0
Meg3	0	0.796670201770868	0.681	0.067	0
Dbndd2	0	0.796532022591685	0.34	0.094	0
Hmgcs1	0	0.796196020121623	0.496	0.152	0
1700016K19Rik	0	0.793379693135204	0.417	0.006	0
Pdgfra	0	0.783881205957929	0.217	0.017	0
Gja1	0	0.78134711331144	0.5	0.145	0
Prelp	0	0.777833564595749	0.449	0.017	0
mt-Co3	0	0.775116342351246	1	1	0
Itm2c	0	0.774993561978057	0.877	0.709	0
Ermn	0	0.774313995379501	0.133	0.021	0
Nrxn1	0	0.771163054679964	0.293	0.021	0
Chpt1	0	0.771013168108641	0.551	0.115	0
Sulf2	0	0.765957089350774	0.533	0.091	0
Gm14964	0	0.763187299801012	0.418	0.016	0
Prxl2a	0	0.760166118456854	0.615	0.076	0
Odf3b	0	0.758227629131754	0.415	0.022	0
mt-Atp6	0	0.755729619425844	1	1	0
Sirt2	0	0.750645852472799	0.659	0.49	0
Ednrb	0	0.74979190214181	0.471	0.041	0
Enpp2	0	0.746696093910997	0.345	0.07	0
Syne1	0	0.741815203882598	0.483	0.144	0
Id4	0	0.740333015680756	0.364	0.012	0
Ctxn1	0	0.739762793330813	0.542	0.02	0
Ascc1	0	0.739401166764233	0.435	0.125	0
Tmem47	0	0.738849362620185	0.475	0.024	0
Gstm5	0	0.737653700991201	0.635	0.185	0
Htra1	0	0.736145392195945	0.274	0.071	0
Ttyh1	0	0.735067518586442	0.424	0.023	0
C1ql1	0	0.734813896335083	0.206	0.007	0
mt-Co1	0	0.733706762935962	1	1	0
Slc14a1	0	0.72250770835683	0.426	0.009	0
Sparcl1	0	0.72212178431439	0.659	0.275	0
Atxn7l3b	0	0.721652393232423	0.823	0.441	0
Enkur	0	0.72121231034229	0.383	0.012	0
Tubb2a	0	0.718206514029592	0.599	0.348	0
2410004P03Rik	0	0.717601411491805	0.413	0.007	0
Hoxa7	0	0.714110728551226	0.562	0.053	0
Sox4	0	0.712063955537046	0.512	0.182	0
Nedd4	0	0.708597553068156	0.704	0.206	0
Ndfip1	0	0.707796620970864	0.5	0.348	0
Shisa4	0	0.706898103935967	0.52	0.021	0
Plpp3	0	0.70406780304968	0.554	0.122	0
Lmo4	0	0.699704534959498	0.652	0.27	0
Bex2	0	0.696034073141297	0.502	0.029	0
Maged1	0	0.695188109303213	0.632	0.185	0
Dner	0	0.693803364642734	0.468	0.018	0
Slc4a4	0	0.693461191814074	0.314	0.022	0
Nrcam	0	0.689576022208176	0.302	0.014	0
Slc38a1	0	0.685941258760111	0.56	0.187	0
Prdx2	0	0.684089308957053	0.9	0.673	0
3300002A11Rik	0	0.682186542643759	0.288	0.006	0
Ccnd2	0	0.681102649067604	0.582	0.188	0
Tecr	0	0.679187323247457	0.798	0.481	0
Psip1	0	0.678869928582592	0.567	0.116	0
Ywhaq	0	0.677554693637661	0.886	0.677	0
Dynll1	0	0.676796431365221	0.989	0.913	0
Nudc	0	0.675823906341673	0.83	0.518	0
Msi2	0	0.675220804656025	0.576	0.182	0
Clcn4	0	0.674583769686282	0.619	0.261	0
Lrrc51	0	0.673973446526636	0.42	0.015	0
Timp4	0	0.671955249427917	0.389	0.013	0
1700012B09Rik	0	0.671281421031392	0.364	0.009	0
Cfl2	0	0.670167485767859	0.66	0.235	0
Kcnj10	0	0.668825727835955	0.445	0.027	0
Hbegf	0	0.66690060133318	0.518	0.212	0
Bphl	0	0.663983334109886	0.506	0.116	0
Tubb3	0	0.660208403325286	0.252	0.022	0
Ak7	0	0.660163272315577	0.314	0.004	0
Agpat4	0	0.65934030738382	0.59	0.179	0
mt-Co2	0	0.656890792247009	1	0.998	0
4933434E20Rik	0	0.656118008363385	0.579	0.324	0
Tspan6	0	0.655148532361076	0.534	0.047	0
Cpe	0	0.652425169315896	0.435	0.159	0
Zcchc18	0	0.652335803687759	0.512	0.021	0
Thra	0	0.650882746281476	0.585	0.111	0
Mid1ip1	0	0.648340305844846	0.677	0.254	0
Calml4	0	0.642076659770178	0.377	0.013	0
Atp1a1	0	0.642029247624044	0.739	0.514	0
Ncald	0	0.641822781418611	0.309	0.014	0
Cfap54	0	0.640012470012242	0.308	0.005	0
Cetn2	0	0.638667763417783	0.614	0.284	0
Bcan	0	0.637358700164258	0.247	0.013	0
Nrxn2	0	0.637021487321418	0.42	0.02	0
Nme5	0	0.63622134557425	0.407	0.013	0
Gm1673	0	0.635628368343426	0.673	0.221	0
Meig1	0	0.634586386823109	0.369	0.01	0
Slc5a3	0	0.632863889182748	0.369	0.056	0
Mdk	0	0.631253077581883	0.46	0.037	0
Arl3	0	0.631105144767131	0.7	0.242	0
Hmgn1	0	0.629737277314212	0.868	0.611	0
Cd9	0	0.629429114136264	0.964	0.859	0
Pifo	0	0.626113483059749	0.389	0.005	0
Nr2f1	0	0.623001450696238	0.433	0.018	0
Luzp2	0	0.621653740693483	0.374	0.007	0
Gpm6a	0	0.618846120791863	0.324	0.025	0
Rcn2	0	0.618715237143933	0.643	0.279	0
Bcas1	0	0.618375461922166	0.337	0.045	0
Scg5	0	0.61804637292605	0.52	0.021	0
Aig1	0	0.615222027056279	0.624	0.217	0
Mns1	0	0.61451158946629	0.376	0.015	0
Ank3	0	0.611118402598485	0.317	0.02	0
Gpd1	0	0.610526486870704	0.272	0.024	0
Cfap36	0	0.609559031645856	0.609	0.155	0
Egr1	0	0.608921854536117	0.691	0.492	0
Mapt	0	0.608206075397077	0.319	0.028	0
Syt4	0	0.605429603966374	0.215	0.016	0
Ywhae	0	0.60529645571718	0.98	0.891	0
Cfap298	0	0.604544789307383	0.539	0.136	0
Dst	0	0.601940628483709	0.61	0.297	0
Hspa4l	0	0.599371277245009	0.459	0.076	0
Qk	0	0.59594822797103	0.765	0.674	0
Chchd6	0	0.595322515809816	0.547	0.095	0
Hopx	0	0.595196592259964	0.299	0.039	0
F3	0	0.593093904552701	0.291	0.05	0
Anks1b	0	0.592367353640956	0.284	0.014	0
Tspan15	0	0.591865246767099	0.482	0.028	0
Olfm2	0	0.590670708546759	0.199	0.012	0
Acsl3	0	0.589382205038563	0.39	0.072	0
Hsph1	0	0.587418449760379	0.565	0.183	0
1700088E04Rik	0	0.586229087983584	0.403	0.013	0
Metrn	0	0.584852221819956	0.484	0.068	0
Fzd3	0	0.583501750653493	0.384	0.023	0
Slc22a17	0	0.58348937019828	0.406	0.067	0
Olig2	0	0.583353649585066	0.224	0.006	0
Fhad1	0	0.583093289735588	0.374	0.027	0
Gm10714	0	0.58216965706146	0.316	0.005	0
Jam3	0	0.581668100740912	0.486	0.044	0
Matn4	0	0.579795747214722	0.237	0.007	0
Hmgn3	0	0.579297912400281	0.579	0.119	0
Cdh2	0	0.577483180458094	0.487	0.042	0
Cmtm5	0	0.576487942211643	0.247	0.012	0
B9d1	0	0.574778584437214	0.477	0.051	0
Tekt1	0	0.57292259812535	0.379	0.004	0
Nr4a3	0	0.571746357163968	0.303	0.062	0
Atp2a2	0	0.569974649615146	0.618	0.33	0
Ptges3	0	0.567511959695327	0.816	0.551	0
Skp1a	0	0.567102846168415	0.785	0.424	0
Dnah12	0	0.567051912630211	0.307	0.002	0
Tceal3	0	0.565960281436752	0.458	0.016	0
Itpkb	0	0.565948862752643	0.507	0.27	0
Asrgl1	0	0.560837271882621	0.417	0.066	0
Map2	0	0.560427855321839	0.417	0.022	0
Cfap45	0	0.558572063810671	0.366	0.023	0
mt-Nd4l	0	0.557615449812599	0.65	0.408	0
Sqle	0	0.557104117441093	0.436	0.051	0
Trp53bp2	0	0.557037157250312	0.393	0.079	0
Ift43	0	0.557023998276375	0.523	0.087	0
Slc6a1	0	0.555024245674935	0.303	0.02	0
Clip3	0	0.554492789512166	0.41	0.025	0
Klf9	0	0.554118155428162	0.537	0.242	0
Phlda1	0	0.553070821855489	0.519	0.297	0
Hepacam	0	0.55259192244767	0.385	0.013	0
Elmod1	0	0.552577359466947	0.31	0.01	0
Atp6v0e2	0	0.550430299037106	0.528	0.062	0
Spef2	0	0.550382317334001	0.305	0.005	0
Lbh	0	0.547620116389249	0.308	0.113	0
Ppp1r36	0	0.547178619804053	0.343	0.005	0
Nfasc	0	0.546747375374351	0.34	0.015	0
Ndn	0	0.546336835085796	0.502	0.033	0
Phyhipl	0	0.546151530521118	0.333	0.019	0
Ttc3	0	0.545380620990311	0.595	0.194	0
Pcsk2	0	0.543501081459422	0.394	0.011	0
Pnisr	0	0.543065549275373	0.689	0.351	0
Spry2	0	0.543010842174412	0.342	0.06	0
Lsamp	0	0.542461658931949	0.299	0.019	0
Gpx4	0	0.541462941276475	0.975	0.916	0
mt-Nd3	0	0.541434781158821	0.874	0.704	0
Socs3	0	0.539733269779652	0.653	0.547	0
Sox10	0	0.537990059110698	0.282	0.008	0
Pex5l	0	0.536027927013149	0.225	0.016	0
Gstm1	0	0.534847678362203	0.55	0.288	0
Gjc3	0	0.534453564557235	0.247	0.008	0
Lpar1	0	0.53416773441175	0.376	0.025	0
Csnk1a1	0	0.533882161420855	0.813	0.58	0
Igfbp5	0	0.532317244724961	0.247	0.024	0
Enah	0	0.531158890164412	0.456	0.062	0
Tmod2	0	0.529931210830347	0.352	0.03	0
Septin7	0	0.529114718700078	0.753	0.602	0
Pcp4	0	0.529043858503498	0.274	0.037	0
Glo1	0	0.527714872749569	0.684	0.288	0
Phlda3	0	0.527144870527977	0.395	0.052	0
Tmem108	0	0.526844493282283	0.424	0.008	0
Gria2	0	0.525370909360679	0.21	0.017	0
Ptprd	0	0.522548772040726	0.328	0.026	0
Itgb8	0	0.522287527046463	0.349	0.013	0
Npdc1	0	0.521592704191039	0.594	0.156	0
Cacng4	0	0.521342138350984	0.207	0.008	0
Ckap5	0	0.520016114205629	0.483	0.116	0
Sorbs1	0	0.52001025814275	0.389	0.096	0
Abhd14a	0	0.519640286829502	0.512	0.093	0
Gabbr1	0	0.519622961858605	0.501	0.085	0
Fam216b	0	0.519079444054903	0.283	0.002	0
Dpysl2	0	0.51857580808673	0.693	0.381	0
Nfib	0	0.518496563753969	0.625	0.204	0
Gng3	0	0.517426721309225	0.238	0.022	0
Cldnd1	0	0.517018625274383	0.644	0.332	0
Gjb1	0	0.516957021481353	0.111	0.008	0
Ppdpf	0	0.516507009705323	0.711	0.371	0
Dnajb2	0	0.515866396489533	0.473	0.096	0
Tspan2	0	0.515106693513153	0.23	0.031	0
Sdc4	0	0.513651079979235	0.521	0.342	0
Ift22	0	0.513592613985905	0.525	0.164	0
Laptm4a	0	0.5133712499795	0.949	0.855	0
Fdps	0	0.513183297028336	0.381	0.155	0
Cadm4	0	0.512348209670039	0.331	0.024	0
H2az2	0	0.512104972940284	0.672	0.354	0
Wscd1	0	0.511930816511882	0.312	0.04	0
Crygn	0	0.511821963933366	0.308	0.008	0
Hsp90ab1	0	0.510489875116486	0.999	0.973	0
Snrpd2	0	0.510348032622325	0.88	0.668	0
Pcdh9	0	0.510344191224523	0.298	0.013	0
Zfr	0	0.509895274328209	0.591	0.245	0
Tril	0	0.509119859191167	0.282	0.043	0
Fam216a	0	0.507990957212634	0.481	0.071	0
Kif21a	0	0.504503402662324	0.377	0.02	0
Slc1a3	0	0.504316838461843	0.409	0.091	0
Arhgap5	0	0.503898792116064	0.562	0.308	0
Bpgm	0	0.502482898430315	0.4	0.071	0
Ahi1	0	0.502076021393814	0.498	0.062	0
Gpr17	0	0.501311858962964	0.136	0.006	0
Calm3	0	0.501010334942362	0.873	0.649	0
Capsl	0	0.500757147023066	0.337	0.004	0
Gm973	0	0.500493900567297	0.305	0.004	0
Zfp462	0	0.500417745033076	0.395	0.012	0
Cbx5	0	0.500110601359158	0.557	0.174	0
Fam166c	0	0.499826704952417	0.316	0.004	0
Ptov1	0	0.499678970217033	0.535	0.199	0
Polr3h	0	0.499555607083371	0.493	0.094	0
Josd2	0	0.499257914462807	0.433	0.211	0
Meis2	0	0.498855569221797	0.407	0.008	0
Iqcg	0	0.498070019826548	0.331	0.009	0
Stoml3	0	0.496761267396535	0.268	0.003	0
Tpm1	0	0.496519005604785	0.531	0.256	0
Rmst	0	0.495032384124418	0.268	0.01	0
Idh2	0	0.494144586297461	0.547	0.269	0
Ppp3ca	0	0.492311678042831	0.627	0.38	0
Ccdc88a	0	0.492011336413048	0.451	0.202	0
Stmn3	0	0.491418137160454	0.262	0.024	0
Arpc1a	0	0.491056433835245	0.598	0.472	0
Ccdc113	0	0.490076015865823	0.316	0.004	0
Crym	0	0.489493401236591	0.143	0.006	0
Fxyd6	0	0.488611601011397	0.241	0.022	0
Map1lc3a	0	0.487493001227539	0.648	0.329	0
Ktn1	0	0.486151743672349	0.623	0.293	0
Kcnq1ot1	0	0.485949652592901	0.471	0.214	0
Scg3	0	0.482850950868783	0.341	0.017	0
Pcbp4	0	0.48237275348271	0.336	0.053	0
Kcna1	0	0.482223478935499	0.178	0.006	0
Ss18l2	0	0.481715348139306	0.418	0.167	0
Idi1	0	0.480961706471693	0.304	0.079	0
Rasl11a	0	0.480246172863808	0.133	0.031	0
Sorl1	0	0.479568469608326	0.376	0.085	0
Sf3b2	0	0.479145463116338	0.774	0.537	0
Gm3764	0	0.477553622286676	0.205	0.01	0
Acot1	0	0.476057738885461	0.393	0.04	0
Dnali1	0	0.476023395816386	0.305	0.004	0
Cd109	0	0.475859447966579	0.291	0.017	0
Elavl3	0	0.475516840966073	0.237	0.017	0
Strbp	0	0.474107583500204	0.358	0.045	0
Cfap20	0	0.472916959673598	0.48	0.204	0
Eif4a2	0	0.47268178315683	0.854	0.589	0
Pcp4l1	0	0.471254370376253	0.463	0.255	0
Ddah2	0	0.471237896864006	0.524	0.181	0
Igsf9b	0	0.470177415305771	0.31	0.007	0
Sdc2	0	0.469471986267234	0.435	0.043	0
Akap9	0	0.469468180350244	0.557	0.259	0
Fyn	0	0.466806034894841	0.334	0.125	0
Gm17018	0	0.466339871350274	0.534	0.223	0
4930402H24Rik	0	0.466067635153544	0.445	0.085	0
Iqca	0	0.465800970449966	0.272	0.002	0
Rabl2	0	0.465718894575369	0.38	0.042	0
Cisd1	0	0.46532799389271	0.631	0.298	0
Hipk1	0	0.465072032363712	0.51	0.287	0
Epn2	0	0.460991211407699	0.37	0.12	0
Chl1	0	0.460504810012286	0.248	0.015	0
Ndufab1	0	0.459938804824544	0.834	0.584	0
Hspa4	0	0.458661797729962	0.544	0.332	0
Nkx6-1	0	0.457923237993965	0.304	0.008	0
Spa17	0	0.457432101152835	0.34	0.022	0
Tmem100	0	0.45702601409816	0.243	0.086	0
Mapk8ip1	0	0.456362089802902	0.367	0.027	0
Hmgb3	0	0.456153601226362	0.398	0.048	0
Park7	0	0.455980807013116	0.926	0.753	0
Fkbp3	0	0.454824162464141	0.688	0.382	0
Etv1	0	0.454768054982803	0.242	0.071	0
Acot7	0	0.45439486309615	0.368	0.116	0
Nsg1	0	0.453846767448812	0.288	0.055	0
Pura	0	0.453156496504097	0.58	0.328	0
Nenf	0	0.452792849121613	0.662	0.368	0
